Checked	Protein FDR Confidence: Combined	Master	Accession	Description	Exp. q-value: Combined	Sum PEP Score	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	# AAs	MW [kDa]	calc. pI	Score Sequest HT: Sequest HT	# Peptides (by Search Engine): Sequest HT	Biological Process	Cellular Component	Molecular Function	Pfam IDs	Entrez Gene ID	Ensembl Gene ID	Gene Symbol	KEGG Pathways	Chromosome	Reactome Pathways	WikiPathways	# Protein Pathway Groups	Abundance: F25: Sample	Abundance: F26: Sample	Abundance: F27: Sample	Abundance: F37: Sample	Abundance: F38: Sample	Abundance: F39: Sample	Abundance: F74: Sample	Abundance: F75: Sample	Abundance: F76: Sample	Found in Sample: [S25] F25: Sample	Found in Sample: [S26] F26: Sample	Found in Sample: [S27] F27: Sample	Found in Sample: [S37] F37: Sample	Found in Sample: [S38] F38: Sample	Found in Sample: [S39] F39: Sample	Found in Sample: [S74] F74: Sample	Found in Sample: [S75] F75: Sample	Found in Sample: [S76] F76: Sample	# Protein Groups	Modifications
FALSE	High	Master Protein	Q88M07	Phosphoserine aminotransferase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=serC PE=3 SV=1	0	239.175	61	27	1331	27	361	39.9	5.48	2127.11	27	metabolic process	cytoplasm	catalytic activity	Pf00266	1043354	PP_1768	serC	"Microbial metabolism in diverse environments; Biosynthesis of amino acids; Glycine, serine and threonine metabolism; Biosynthesis of antibiotics; Metabolic pathways; Vitamin B6 metabolism; Methane metabolism; Carbon metabolism"				8	150216978.2	157816133.9	170238866	305851433.8	235824423	320165410.4	181041956.5	170647540.5	222450298.6	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88KS4	Acetyl-CoA acetyltransferase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_2215 PE=3 SV=1	0	238.134	49	17	802	17	397	41.4	6.84	1851.29	17	metabolic process		catalytic activity	Pf00108, Pf02803	1045080	PP_2215	"fadAx; PP_2215"	"Synthesis and degradation of ketone bodies; Metabolic pathways; Benzoate degradation; Valine, leucine and isoleucine degradation; Pyruvate metabolism; Biosynthesis of secondary metabolites; Tryptophan metabolism; Propanoate metabolism; Microbial metabolism in diverse environments; Glyoxylate and dicarboxylate metabolism; Lysine degradation; Butanoate metabolism; Fatty acid degradation; Two-component system; Carbon metabolism; Fatty acid metabolism; Biosynthesis of antibiotics; Terpenoid backbone biosynthesis"				18	22199478.72	40291878.97	39085687.09	23860076.01	10673589.78	99918945.5	184005005.7	176010507.7	260858663	High	High	High	High	High	High	High	High	High	1	Met-loss [N-Term]
FALSE	High	Master Protein	Q88F35	Coproporphyrinogen-III oxidase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=hemN PE=3 SV=1	0	236.538	55	27	828	27	460	52.6	6.09	1453.31	27	metabolic process	cytoplasm	"catalytic activity;metal ion binding"	Pf04055, Pf06969	1041746	PP_4264	hemN	"Porphyrin and chlorophyll metabolism; Biosynthesis of secondary metabolites; Metabolic pathways"				3	95514236.09	154787430.8	134722668.6	237080655.2	186947303	227678582	181441696.3	207018451	170474901.7	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	A0A140FVX4	Pyridine nucleotide transhydrogenase subunit alpha OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=pntAA PE=4 SV=1	0	235.969	51	21	1049	21	373	38.9	5.92	1756.59	21	metabolic process		catalytic activity	Pf01262, Pf05222	1043668	PP_0156	"pntA; pntAA"					0	50853120.97	77579319.91	78429291	171674048	90143885.25	133190034.3	41257957.53	36882296.54	49629970.84	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88I46	Putative Outer membrane ferric siderophore receptor OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_3155 PE=3 SV=1	0	235.832	57	31	682	31	709	78.2	5.27	1081.47	31	transport	membrane	"metal ion binding;receptor activity"	Pf00593, Pf07715	1046803	PP_3155	PP_3155					0	7938783.813	9114507.875	8546332.719	38027450.31	37432547.38	31796565.06	13301071.88	14013780.72	16613337.75	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88CJ7	Glutamylpolyamine synthetase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=spuB PE=3 SV=1	0	235.503	47	25	820	18	452	50.8	5.19	1322.38	25	metabolic process		catalytic activity	Pf00120	1042525	PP_5183	"PP_5183; spuB"	"Arginine biosynthesis; Metabolic pathways; Glyoxylate and dicarboxylate metabolism; Microbial metabolism in diverse environments; Two-component system; Nitrogen metabolism; Alanine, aspartate and glutamate metabolism; Biosynthesis of amino acids"				8	23217022.34	32356166.97	32267847.34	33777072.16	17022956.62	37264483.88	29538067.36	36931580.31	32220292.91	High	High	High	High	High	High	High	High	High	1	Met-loss [N-Term]
FALSE	High	Master Protein	Q88DF6	NH(3)-dependent NAD(+) synthetase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=nadE PE=3 SV=1	0	235.396	59	18	1141	18	275	29.3	5.82	2399.62	18	metabolic process		"catalytic activity;metal ion binding;nucleotide binding"	Pf02540	1042383	PP_4869	nadE	"Nicotinate and nicotinamide metabolism; Metabolic pathways"				2	78691784.78	96784591.81	96031774.14	145675532.9	125501292.3	202390735.9	127546751.4	125839923.7	157730285.7	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88Q92	Isoleucine--tRNA ligase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=ileS PE=3 SV=1	0	235.197	39	37	819	37	943	105.7	6.1	1179.6	37	"metabolic process;regulation of biological process"	cytoplasm	"catalytic activity;metal ion binding;nucleotide binding;RNA binding"	Pf00133, Pf06827, Pf08264, Pf09334, Pf13603	1044417	PP_0603	ileS	Aminoacyl-tRNA biosynthesis				1	49363056.47	100082181.4	119711575.8	863871314	813335075.6	464785014.6	101373548.4	134803262.7	114942079.3	High	High	High	High	High	High	High	High	High	1	Met-loss [N-Term]
FALSE	High	Master Protein	Q88K95	DUF4174 domain-containing protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_2396 PE=4 SV=1	0	235.041	72	18	918	18	193	20.6	8.25	1942.75	18				Pf13778	1045432	PP_2396	PP_2396					0	87142794.81	100149890.7	105250732.1	149873071.5	146962331.9	181005533.6	189183341	146939768.4	263885322.5	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88NF9	Probable malate:quinone oxidoreductase 2 OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=mqo2 PE=3 SV=1	0	234.701	56	28	1011	22	527	58.1	6.19	1352.47	28	metabolic process		catalytic activity	Pf06039	1042466	PP_1251	"mqo-2; mqo-II"	"Carbon metabolism; Biosynthesis of secondary metabolites; Biosynthesis of antibiotics; Metabolic pathways; Citrate cycle (TCA cycle); Pyruvate metabolism; Microbial metabolism in diverse environments"				7	103923851.3	66839873.38	71211326.41	8479482.563	11742468.5	169305486.4	299499510.5	299940979.8	351997449.8	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88PX3	Conserved hypothetical TPR repeat protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_0725 PE=4 SV=1	0	234.342	55	27	864	26	573	64	5	1918.08	27			protein binding	Pf13414, Pf13432, Pf14559	1044557	PP_0725	PP_0725					0	38555169.66	35233547.73	28649094.78	66139545.59	56239438.97	50993541.63	36334288.06	32723309.22	45407845.91	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88H07	Putative Amino acid transporter, periplasmic amino acid-binding protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_3558 PE=4 SV=1	0	233.946	78	23	776	23	338	36.9	5.85	1425.48	23	transport		transporter activity	Pf04069	1045582	PP_3558	PP_3558	ABC transporters				1	33184106.7	38011545.84	35112640.28	72631618.38	57574346.38	84767169.81	48101056.36	44084049.59	60906014	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88N71	UDP-3-O-acyl-N-acetylglucosamine deacetylase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=lpxC PE=3 SV=1	0	233.317	67	24	1236	24	303	33.2	5.19	2292.11	24	metabolic process		"catalytic activity;metal ion binding"	Pf03331	1042966	PP_1343	lpxC	"Lipopolysaccharide biosynthesis; Metabolic pathways"				2	242408674.7	196737905.6	195586254.4	321776771.3	281755454.9	370488533.1	263948662.1	285616216.4	330357719.9	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88K27	Threonine--tRNA ligase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=thrS PE=3 SV=1	0	232.6	52	32	1061	32	640	72.7	5.94	1824.25	32	metabolic process	cytoplasm	"catalytic activity;metal ion binding;nucleotide binding;RNA binding"	Pf00587, Pf02824, Pf03129, Pf07973	1045634	PP_2465	thrS	Aminoacyl-tRNA biosynthesis				1	77716443.19	117411328.1	110308161.3	149924254.3	94151759.53	151980477.8	94577340.38	115712362.6	117424421.7	High	High	High	High	High	High	High	High	High	1	Met-loss [N-Term]
FALSE	High	Master Protein	Q88DM7	Putative Membrane-bound lytic murein transglycosylase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_4798 PE=4 SV=1	0	232.574	67	22	884	22	438	48	7.55	2203	22				Pf01471, Pf13406	1041890	PP_4798	PP_4798					0	65936906.5	66818168.69	63009692.66	127232085.1	106172273.7	162082410.8	100377561.6	94210753.33	119052497.1	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88P95	Arabinose 5-phosphate isomerase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=kdsD PE=3 SV=1	0	232.559	71	21	940	21	324	34.4	5.78	1906	21	metabolic process		"catalytic activity;metal ion binding"	Pf00478, Pf00571, Pf01380, Pf13580	1044873	PP_0957	"PP_0957; kdsD"	"Metabolic pathways; Lipopolysaccharide biosynthesis"				2	40374045.31	56730979.47	51379654.2	95989122.97	59772286.17	82305504.56	63429443.44	65240171.19	81342299.25	High	High	High	High	High	High	High	High	High	1	Met-loss [N-Term]
FALSE	High	Master Protein	Q88HC7	4-hydroxyphenylpyruvate dioxygenase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=hpd PE=4 SV=1	0	232.057	65	23	752	23	358	40	5.16	1280.71	23	metabolic process		"catalytic activity;metal ion binding"	Pf00903, Pf13669, Pf14696	1046171	PP_3433	hpd	"Metabolic pathways; Tyrosine metabolism; Phenylalanine metabolism; Ubiquinone and other terpenoid-quinone biosynthesis"				4	32974948.72	31500231.16	28412376.13	63070667.25	64430060.91	101317802.7	209364164.5	229307551.6	222051767.8	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88QI8	Outer membrane protein OprG OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=oprG PE=4 SV=1	0	231.303	71	18	1616	18	227	24.2	5.2	3792.16	18		membrane		Pf03922, Pf13505	1044277	PP_0504	oprG					0	304022352.4	310643298.2	256613037.2	413714094.2	405618745.4	499544721.5	499903128.3	526167405.5	605538687.6	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88QK9	Catalase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=katA PE=3 SV=1	0	231.133	60	27	862	27	479	53.6	6.58	1375.94	27	"metabolic process;response to stimulus"		"antioxidant activity;catalytic activity;metal ion binding"	Pf00199, Pf06628	1044248	PP_0481	katA	"Biosynthesis of antibiotics; Biosynthesis of secondary metabolites; Carbon metabolism; Tryptophan metabolism; Glyoxylate and dicarboxylate metabolism"				5	95163870.31	138609474.5	116583178.5	167568097.5	139658521.2	165897349.4	145206209	136247325.4	162474474.1	High	High	High	High	High	High	High	High	High	1	Met-loss [N-Term]
FALSE	High	Master Protein	Q88MW1	Formate-dependent phosphoribosylglycinamide formyltransferase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=purT PE=3 SV=1	0	230.852	76	28	1224	28	393	42.5	5.87	2382.23	28	metabolic process		"catalytic activity;metal ion binding;nucleotide binding"	Pf01071, Pf02222, Pf02786, Pf07478, Pf13535, Pf15632	1045790	PP_1457	purT	"Biosynthesis of secondary metabolites; Metabolic pathways; Purine metabolism; One carbon pool by folate; Biosynthesis of antibiotics"				5	68108250.42	114483554	110376315.7	183770613.2	117000305.6	146554043.8	111730539.6	113565565.3	121583040.5	High	High	High	High	High	High	High	High	High	1	Met-loss [N-Term]
FALSE	High	Master Protein	Q88M72	Recombination-associated protein RdgC OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=rdgC PE=3 SV=1	0	230.482	65	25	1178	25	306	34.3	4.93	2304.11	25	metabolic process	cytoplasm		Pf04381	1043631	PP_1702	rdgC					0	82562046.03	94246269.19	90179228.53	165259101.1	140763838.4	179842134.7	129284416.8	136652756.3	159508470.4	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88LE7	3-isopropylmalate dehydratase small subunit OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=leuD PE=3 SV=1	0	230.125	82	20	981	20	214	24.3	5.62	2158.24	20	metabolic process		catalytic activity	Pf00694	1043040	PP_1986	leuD	"Biosynthesis of secondary metabolites; Metabolic pathways; Biosynthesis of amino acids; Valine, leucine and isoleucine biosynthesis; 2-Oxocarboxylic acid metabolism; C5-Branched dibasic acid metabolism"				6	231811168.9	259308959.9	279761129.7	397688530.8	306118066.3	393942822.6	59217747.28	61461756.09	82181866.59	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88N67	Putative MutT/nudix family protein/thiamine-phosphate pyrophosphorylase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_1348 PE=3 SV=1	0	230.07	66	18	802	18	314	34.4	5.72	2197.21	18	"metabolic process;response to stimulus"		catalytic activity	Pf00293, Pf02581, Pf14815	1047011	PP_1348	PP_1348					0	41490695.91	51683453.75	51600018.95	86024163	58044051.45	80856607.69	36689226.88	32634580.14	30343204.94	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88N30	Probable efflux pump periplasmic linker TtgA OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=ttgA PE=1 SV=1	0	228.631	58	23	578	23	384	41.2	6.21	949.09	23	transport	membrane	transporter activity	Pf00529, Pf13437, Pf13533	1041938	PP_1386	ttgA	"beta-Lactam resistance; Cationic antimicrobial peptide (CAMP) resistance"				2	133348140.3	154806717.5	119969848.9	149305825.5	204029290.3	182762726.5	276865684.9	251498115.4	264792876.8	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88MR4	Phosphoenolpyruvate carboxylase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=ppc PE=3 SV=1	0	228.608	45	35	302	35	875	96.9	6.6	489	35	metabolic process		catalytic activity	Pf00311	1045514	PP_1505	ppc	"Pyruvate metabolism; Metabolic pathways; Carbon metabolism; Microbial metabolism in diverse environments; Methane metabolism"				5	13770936.17	22411653.15	20271413.61	72465627.38	46658668.55	49345027.41	22163961.94	32775024.47	21580737.56	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88RE3	Putative Uroporphyrin-III C-methyltransferase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_0188 PE=4 SV=1	0	228.1	63	21	1035	21	375	40.5	5.14	2529.81	21	metabolic process	membrane	catalytic activity	Pf04375	1043714	PP_0188	PP_0188	"Porphyrin and chlorophyll metabolism; Biosynthesis of secondary metabolites; Metabolic pathways"				3	173246163.5	158646881.5	142094999.1	179438167.1	178895227	234506245.5	190417091.6	159636446.5	217523156.6	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88CX2	Carboxy-terminal-processing protease OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=ctpA PE=3 SV=1	0	228.082	56	30	1382	30	438	46.3	5.87	2584.9	30	metabolic process		"catalytic activity;protein binding"	Pf00595, Pf03572, Pf13180	1041641	PP_5058	"PP_5058; ctpA"					0	172028476.7	163941189.2	138875182.6	201316717.1	187031671.3	292217348.4	217681015.5	189823059.2	272801551.9	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88KG6	Phospho-2-dehydro-3-deoxyheptonate aldolase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=aroF-I PE=3 SV=1	0	227.526	45	22	1112	22	370	40.2	6.39	2338.3	22	metabolic process		catalytic activity	Pf00793	1045317	PP_2324	"aroF-1; aroF-I"	"Metabolic pathways; Quorum sensing; Biosynthesis of antibiotics; Phenylalanine, tyrosine and tryptophan biosynthesis; Biosynthesis of secondary metabolites; Biosynthesis of amino acids"				6	58345571.5	100836193.2	92501323.33	122660920.9	86185948.09	101320952.8	56513949.38	58532908.47	64688884.77	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88CR2	Putative 3-mercaptopyruvate sulfurtransferase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=sseA PE=4 SV=1	0	226.954	82	24	1054	24	284	30.7	5.81	2041.3	24			catalytic activity	Pf00581	1042662	PP_5118	"PP_5118; sseA"	"Microbial metabolism in diverse environments; Metabolic pathways; Cysteine and methionine metabolism; Sulfur metabolism; Sulfur relay system"				5	101675029.5	142272541.1	138562441.8	149182379.4	108188531.6	207023019	104270307.6	96130833.88	147175369.7	High	High	High	High	High	High	High	High	High	1	Met-loss [N-Term]
FALSE	High	Master Protein	Q88DU5	Carbamoyl-phosphate synthase small chain OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=carA PE=3 SV=1	0	226.77	47	19	1041	19	378	40.5	5.91	2512.76	19	metabolic process		"catalytic activity;nucleotide binding"	Pf00117, Pf00988, Pf07722	1041946	PP_4724	carA	"Pyrimidine metabolism; Alanine, aspartate and glutamate metabolism; Metabolic pathways"				3	179178960.2	259847184	251633898.2	337986873.4	195112751.9	366514744.9	265518351.3	253573479.8	321323811.2	High	High	High	High	High	High	High	High	High	1	Met-loss [N-Term]
FALSE	High	Master Protein	Q88MU7	Threonine synthase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=thrC PE=4 SV=1	0	226.759	45	21	977	21	469	51.6	6.28	1917.69	21	metabolic process		catalytic activity	Pf00291, Pf14821	1045757	PP_1471	thrC	"Glycine, serine and threonine metabolism; Biosynthesis of secondary metabolites; Microbial metabolism in diverse environments; Vitamin B6 metabolism; Biosynthesis of amino acids; Metabolic pathways"				6	83572532.06	157301879.3	150924785.8	190100839.3	124564280.3	203626539.5	113106007.2	130459475.5	128296481.8	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88NH7	Putative beta-barrel assembly-enhancing protease OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_1232 PE=3 SV=1	0	226.365	52	27	961	27	478	53.2	6.92	1672.78	27	metabolic process	membrane	"catalytic activity;metal ion binding;protein binding"	Pf01435, Pf13432, Pf14559	1046119	PP_1232	PP_1232					0	53090230.97	47545763.84	49750092.28	73406874.84	73775663.09	83675409.91	55429448.28	49816745.47	68083133.84	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88RK6	DNA polymerase I OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=polA PE=3 SV=1	0	225.843	48	39	842	39	915	99.5	5.43	948.28	39	"metabolic process;response to stimulus"		"catalytic activity;DNA binding"	Pf00476, Pf01367, Pf01612, Pf02739	1043618	PP_0123	polA	"DNA replication; Nucleotide excision repair; Base excision repair; Pyrimidine metabolism; Metabolic pathways; Purine metabolism; Homologous recombination"				7	29497603.88	35228360.75	34488962.3	70525908.34	53100061.44	69374374.5	45766261.53	48515734.63	45505049.28	High	High	High	High	High	High	High	High	High	1	Met-loss [N-Term]
FALSE	High	Master Protein	Q88QP5	50S ribosomal protein L11 OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=rplK PE=3 SV=1	0	223.864	82	16	1684	16	143	14.9	9.8	3117.58	16	metabolic process	ribosome	"RNA binding;structural molecule activity"	Pf00298, Pf03946	1044186	PP_0443	rplK	Ribosome				1	2188734500	1878542438	1931797472	1652603261	1333215818	2313670210	2097287970	1709089805	2248170856	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q88NE9	Putative Fusaric acid resistance protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_1263 PE=3 SV=1	0	223.754	64	26	283	26	509	55	6.55	583.28	26	transport	membrane	transporter activity	Pf02321	1042098	PP_1263	PP_1263					0	9742042.75	12268987.19	11915125.44	87452532.58	95321232.25	28031921.56	16726289.14	13973858.19	19990119.69	Peak Found	Peak Found	Peak Found	High	High	High	Peak Found	Peak Found	Peak Found	1	
FALSE	High	Master Protein	Q88ME4	Protein RecA OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=recA PE=3 SV=1	0	223.158	72	26	1037	26	355	37.5	5.67	2059.98	26	"cell communication;metabolic process;response to stimulus"	cytoplasm	"catalytic activity;DNA binding;nucleotide binding"	Pf00154	1044818	PP_1629	recA	Homologous recombination				1	147713927.3	171222963.6	188834634.4	187162601.7	112732217.1	241361689.1	200529542.2	170100795.5	254079712.2	High	High	High	High	High	High	High	High	High	1	
